frame,abstime,reltime,Cursor 1 [C],Cursor 2 [C],Cursor 3 [C]
25027,27:26.8,665.823,6.30E+01,3.55E+01,3.24E+01
25028,27:26.9,665.886,6.34E+01,3.55E+01,3.24E+01
25029,27:27.0,665.948,6.38E+01,3.55E+01,3.24E+01
25030,27:27.0,666.012,6.40E+01,3.55E+01,3.24E+01
25031,27:27.1,666.074,6.41E+01,3.55E+01,3.24E+01
25032,27:27.2,666.135,6.43E+01,3.55E+01,3.24E+01
25033,27:27.2,666.2,6.45E+01,3.55E+01,3.24E+01
25034,27:27.3,666.26,6.50E+01,3.55E+01,3.25E+01
25035,27:27.3,666.322,6.53E+01,3.56E+01,3.25E+01
25036,27:27.4,666.386,6.57E+01,3.56E+01,3.25E+01
25037,27:27.5,666.447,6.61E+01,3.56E+01,3.25E+01
25038,27:27.5,666.509,6.66E+01,3.56E+01,3.25E+01
25039,27:27.6,666.573,6.69E+01,3.57E+01,3.25E+01
25040,27:27.7,666.635,6.73E+01,3.57E+01,3.25E+01
25041,27:27.7,666.7,6.76E+01,3.57E+01,3.25E+01
25042,27:27.8,666.762,6.80E+01,3.57E+01,3.26E+01
25043,27:27.9,666.825,6.82E+01,3.57E+01,3.26E+01
25044,27:27.9,666.887,6.85E+01,3.57E+01,3.26E+01
25045,27:28.0,666.949,6.88E+01,3.57E+01,3.26E+01
25046,27:28.0,667.011,6.91E+01,3.57E+01,3.26E+01
25047,27:28.1,667.074,6.93E+01,3.57E+01,3.26E+01
25048,27:28.2,667.136,6.97E+01,3.57E+01,3.26E+01
25049,27:28.2,667.2,7.00E+01,3.57E+01,3.26E+01
25050,27:28.3,667.26,7.04E+01,3.57E+01,3.26E+01
25051,27:28.4,667.325,7.06E+01,3.58E+01,3.26E+01
25052,27:28.4,667.387,7.09E+01,3.58E+01,3.26E+01
25053,27:28.5,667.45,7.11E+01,3.58E+01,3.27E+01
25054,27:28.5,667.51,7.14E+01,3.58E+01,3.27E+01
25055,27:28.6,667.575,7.17E+01,3.58E+01,3.27E+01
25056,27:28.7,667.638,7.20E+01,3.58E+01,3.27E+01
25057,27:28.7,667.698,7.22E+01,3.58E+01,3.27E+01
25058,27:28.8,667.761,7.25E+01,3.59E+01,3.27E+01
25059,27:28.9,667.823,7.27E+01,3.59E+01,3.27E+01
25060,27:28.9,667.888,7.30E+01,3.59E+01,3.28E+01
25061,27:29.0,667.95,7.33E+01,3.59E+01,3.28E+01
25062,27:29.2,668.139,7.41E+01,3.59E+01,3.28E+01
25063,27:29.2,668.197,7.43E+01,3.60E+01,3.29E+01
25064,27:29.3,668.261,7.45E+01,3.60E+01,3.29E+01
25065,27:29.4,668.324,7.47E+01,3.60E+01,3.29E+01
25066,27:29.4,668.386,7.49E+01,3.60E+01,3.28E+01
25067,27:29.5,668.449,7.51E+01,3.60E+01,3.28E+01
25068,27:29.5,668.511,7.55E+01,3.60E+01,3.29E+01
25069,27:29.6,668.575,7.57E+01,3.60E+01,3.29E+01
25070,27:29.7,668.637,7.59E+01,3.60E+01,3.29E+01
25071,27:29.7,668.699,7.61E+01,3.60E+01,3.29E+01
25072,27:29.8,668.76,7.63E+01,3.60E+01,3.29E+01
25073,27:29.9,668.824,7.66E+01,3.60E+01,3.29E+01
25074,27:29.9,668.886,7.68E+01,3.60E+01,3.30E+01
25075,27:30.0,668.949,7.70E+01,3.61E+01,3.30E+01
25076,27:30.0,669.011,7.71E+01,3.61E+01,3.29E+01
25077,27:30.1,669.072,7.74E+01,3.61E+01,3.30E+01
25078,27:30.2,669.138,7.76E+01,3.61E+01,3.30E+01
25079,27:30.2,669.199,7.78E+01,3.61E+01,3.29E+01
25080,27:30.3,669.26,7.80E+01,3.61E+01,3.29E+01
25081,27:30.4,669.326,7.82E+01,3.61E+01,3.29E+01
25082,27:30.4,669.386,7.84E+01,3.61E+01,3.30E+01
25083,27:30.5,669.451,7.86E+01,3.61E+01,3.30E+01
25084,27:30.5,669.512,7.89E+01,3.62E+01,3.30E+01
25085,27:30.6,669.573,7.90E+01,3.62E+01,3.30E+01
25086,27:30.7,669.635,7.92E+01,3.62E+01,3.30E+01
25087,27:30.7,669.701,7.94E+01,3.62E+01,3.31E+01
25088,27:30.8,669.76,7.96E+01,3.62E+01,3.31E+01
25089,27:30.9,669.825,7.98E+01,3.62E+01,3.31E+01
25090,27:30.9,669.885,8.01E+01,3.62E+01,3.31E+01
25091,27:31.0,669.95,8.02E+01,3.62E+01,3.31E+01
25092,27:31.0,670.009,8.03E+01,3.62E+01,3.31E+01
25093,27:31.1,670.075,8.05E+01,3.62E+01,3.31E+01
25094,27:31.2,670.138,8.07E+01,3.62E+01,3.31E+01
25095,27:31.2,670.2,8.08E+01,3.62E+01,3.31E+01
25096,27:31.3,670.263,8.11E+01,3.62E+01,3.31E+01
25097,27:31.4,670.324,8.12E+01,3.63E+01,3.32E+01
25098,27:31.4,670.387,8.14E+01,3.63E+01,3.32E+01
25099,27:31.5,670.448,8.16E+01,3.63E+01,3.31E+01
25100,27:31.5,670.511,8.16E+01,3.63E+01,3.32E+01
25101,27:31.6,670.572,8.19E+01,3.63E+01,3.32E+01
25102,27:31.7,670.636,8.20E+01,3.63E+01,3.32E+01
25103,27:31.7,670.698,8.22E+01,3.63E+01,3.32E+01
25104,27:31.8,670.761,8.23E+01,3.63E+01,3.32E+01
25105,27:31.8,670.823,8.24E+01,3.63E+01,3.32E+01
25106,27:31.9,670.886,8.26E+01,3.63E+01,3.32E+01
25107,27:32.0,670.948,8.27E+01,3.63E+01,3.32E+01
25108,27:32.0,671.011,8.29E+01,3.64E+01,3.32E+01
25109,27:32.1,671.073,8.30E+01,3.64E+01,3.32E+01
25110,27:32.2,671.135,8.32E+01,3.64E+01,3.33E+01
25111,27:32.2,671.2,8.33E+01,3.64E+01,3.33E+01
25112,27:32.3,671.262,8.35E+01,3.64E+01,3.33E+01
25113,27:32.4,671.324,8.36E+01,3.64E+01,3.32E+01
25114,27:32.4,671.386,8.38E+01,3.64E+01,3.33E+01
25115,27:32.5,671.451,8.39E+01,3.64E+01,3.32E+01
25116,27:32.5,671.513,8.40E+01,3.64E+01,3.33E+01
25117,27:32.6,671.575,8.42E+01,3.64E+01,3.33E+01
25118,27:32.7,671.638,8.43E+01,3.64E+01,3.33E+01
25119,27:32.7,671.7,8.45E+01,3.65E+01,3.33E+01
25120,27:32.8,671.761,8.46E+01,3.65E+01,3.33E+01
25121,27:32.9,671.825,8.47E+01,3.64E+01,3.33E+01
25122,27:32.9,671.887,8.48E+01,3.65E+01,3.33E+01
25123,27:33.0,671.947,8.49E+01,3.65E+01,3.33E+01
25124,27:33.0,672.013,8.51E+01,3.65E+01,3.34E+01
25125,27:33.1,672.072,8.52E+01,3.65E+01,3.34E+01
25126,27:33.2,672.138,8.54E+01,3.65E+01,3.34E+01
25127,27:33.2,672.199,8.56E+01,3.65E+01,3.34E+01
25128,27:33.3,672.261,8.56E+01,3.65E+01,3.34E+01
25129,27:33.3,672.323,8.57E+01,3.65E+01,3.34E+01
25130,27:33.4,672.385,8.59E+01,3.66E+01,3.34E+01
25131,27:33.5,672.448,8.61E+01,3.66E+01,3.34E+01
25132,27:33.5,672.511,8.61E+01,3.66E+01,3.34E+01
25133,27:33.6,672.573,8.63E+01,3.66E+01,3.34E+01
25134,27:33.7,672.638,8.64E+01,3.66E+01,3.35E+01
25135,27:33.7,672.7,8.66E+01,3.66E+01,3.35E+01
25136,27:33.8,672.761,8.67E+01,3.66E+01,3.35E+01
25137,27:33.9,672.826,8.68E+01,3.67E+01,3.35E+01
25138,27:33.9,672.885,8.69E+01,3.67E+01,3.35E+01
25139,27:34.0,672.948,8.70E+01,3.67E+01,3.35E+01
25140,27:34.2,673.147,8.74E+01,3.67E+01,3.36E+01
25141,27:34.2,673.199,8.75E+01,3.67E+01,3.36E+01
25142,27:34.3,673.261,8.76E+01,3.67E+01,3.36E+01
25143,27:34.4,673.326,8.78E+01,3.67E+01,3.36E+01
25144,27:34.4,673.386,8.78E+01,3.67E+01,3.36E+01
25145,27:34.5,673.448,8.79E+01,3.67E+01,3.36E+01
25146,27:34.5,673.512,8.80E+01,3.67E+01,3.36E+01
25147,27:34.6,673.573,8.82E+01,3.67E+01,3.36E+01
25148,27:34.7,673.639,8.83E+01,3.67E+01,3.36E+01
25149,27:34.7,673.697,8.83E+01,3.67E+01,3.36E+01
25150,27:34.8,673.762,8.85E+01,3.68E+01,3.36E+01
25151,27:34.8,673.823,8.86E+01,3.68E+01,3.36E+01
25152,27:34.9,673.888,8.87E+01,3.68E+01,3.36E+01
25153,27:35.0,673.949,8.87E+01,3.68E+01,3.37E+01
25154,27:35.0,674.013,8.89E+01,3.68E+01,3.37E+01
25155,27:35.1,674.075,8.90E+01,3.68E+01,3.37E+01
25156,27:35.2,674.137,8.92E+01,3.68E+01,3.37E+01
25157,27:35.2,674.198,8.92E+01,3.68E+01,3.37E+01
25158,27:35.3,674.263,8.93E+01,3.68E+01,3.37E+01
25159,27:35.3,674.322,8.94E+01,3.68E+01,3.37E+01
25160,27:35.4,674.388,8.95E+01,3.68E+01,3.37E+01
25161,27:35.5,674.45,8.96E+01,3.68E+01,3.37E+01
25162,27:35.5,674.51,8.97E+01,3.68E+01,3.37E+01
25163,27:35.6,674.573,8.98E+01,3.68E+01,3.37E+01
25164,27:35.7,674.637,8.99E+01,3.68E+01,3.37E+01
25165,27:35.7,674.699,9.00E+01,3.68E+01,3.37E+01
25166,27:35.8,674.761,9.01E+01,3.68E+01,3.37E+01
25167,27:35.8,674.823,9.02E+01,3.68E+01,3.37E+01
25168,27:35.9,674.887,9.05E+01,3.69E+01,3.37E+01
25169,27:36.0,674.949,9.05E+01,3.69E+01,3.37E+01
25170,27:36.0,675.012,9.06E+01,3.69E+01,3.37E+01
25171,27:36.1,675.074,9.07E+01,3.69E+01,3.38E+01
25172,27:36.2,675.138,9.07E+01,3.69E+01,3.38E+01
25173,27:36.2,675.199,9.08E+01,3.69E+01,3.38E+01
25174,27:36.3,675.264,9.09E+01,3.69E+01,3.38E+01
25175,27:36.4,675.324,9.10E+01,3.69E+01,3.38E+01
25176,27:36.4,675.389,9.11E+01,3.69E+01,3.37E+01
25177,27:36.5,675.45,9.12E+01,3.69E+01,3.37E+01
25178,27:36.5,675.512,9.13E+01,3.69E+01,3.37E+01
25179,27:36.6,675.575,9.13E+01,3.69E+01,3.37E+01
25180,27:36.7,675.637,9.15E+01,3.69E+01,3.37E+01
25181,27:36.7,675.699,9.16E+01,3.70E+01,3.37E+01
25182,27:36.8,675.762,9.17E+01,3.70E+01,3.38E+01
25183,27:36.9,675.824,9.17E+01,3.70E+01,3.38E+01
25184,27:36.9,675.886,9.18E+01,3.70E+01,3.38E+01
25185,27:37.0,675.951,9.19E+01,3.70E+01,3.38E+01
25186,27:37.0,676.01,9.20E+01,3.70E+01,3.38E+01
25187,27:37.1,676.075,9.21E+01,3.70E+01,3.39E+01
25188,27:37.2,676.138,9.22E+01,3.70E+01,3.39E+01
25189,27:37.2,676.199,9.23E+01,3.70E+01,3.39E+01
25190,27:37.3,676.262,9.24E+01,3.70E+01,3.39E+01
25191,27:37.4,676.325,9.24E+01,3.70E+01,3.39E+01
25192,27:37.4,676.388,9.25E+01,3.70E+01,3.39E+01
25193,27:37.5,676.449,9.27E+01,3.70E+01,3.39E+01
25194,27:37.5,676.512,9.27E+01,3.70E+01,3.39E+01
25195,27:37.6,676.573,9.28E+01,3.70E+01,3.39E+01
25196,27:37.7,676.636,9.29E+01,3.70E+01,3.39E+01
25197,27:37.7,676.698,9.29E+01,3.70E+01,3.39E+01
25198,27:37.8,676.761,9.31E+01,3.70E+01,3.39E+01
25199,27:37.9,676.825,9.31E+01,3.70E+01,3.39E+01
25200,27:37.9,676.887,9.32E+01,3.70E+01,3.39E+01
25201,27:38.0,676.949,9.33E+01,3.70E+01,3.39E+01
25202,27:38.0,677.011,9.33E+01,3.70E+01,3.39E+01
25203,27:38.1,677.075,9.34E+01,3.70E+01,3.39E+01
25204,27:38.2,677.138,9.34E+01,3.71E+01,3.39E+01
25205,27:38.2,677.199,9.35E+01,3.71E+01,3.39E+01
25206,27:38.3,677.26,9.36E+01,3.70E+01,3.40E+01
25207,27:38.4,677.326,9.37E+01,3.70E+01,3.40E+01
25208,27:38.4,677.385,9.37E+01,3.70E+01,3.40E+01
25209,27:38.5,677.45,9.37E+01,3.70E+01,3.40E+01
25210,27:38.5,677.512,9.38E+01,3.70E+01,3.40E+01
25211,27:38.6,677.574,9.39E+01,3.70E+01,3.40E+01
25212,27:38.7,677.638,9.40E+01,3.70E+01,3.39E+01
25213,27:38.7,677.699,9.40E+01,3.70E+01,3.39E+01
25214,27:38.8,677.76,9.42E+01,3.70E+01,3.40E+01
25215,27:38.9,677.825,9.42E+01,3.70E+01,3.40E+01
25216,27:38.9,677.888,9.43E+01,3.71E+01,3.40E+01
25217,27:39.0,677.949,9.44E+01,3.71E+01,3.40E+01
25218,27:39.2,678.141,9.45E+01,3.70E+01,3.40E+01
25219,27:39.2,678.199,9.46E+01,3.70E+01,3.40E+01
25220,27:39.3,678.262,9.47E+01,3.71E+01,3.40E+01
25221,27:39.4,678.324,9.47E+01,3.71E+01,3.40E+01
25222,27:39.4,678.389,9.48E+01,3.71E+01,3.40E+01
25223,27:39.5,678.451,9.49E+01,3.71E+01,3.40E+01
25224,27:39.5,678.513,9.49E+01,3.71E+01,3.40E+01
25225,27:39.6,678.573,9.50E+01,3.71E+01,3.41E+01
25226,27:39.7,678.636,9.51E+01,3.71E+01,3.41E+01
25227,27:39.7,678.698,9.51E+01,3.71E+01,3.41E+01
25228,27:39.8,678.761,9.52E+01,3.72E+01,3.41E+01
25229,27:39.9,678.826,9.53E+01,3.72E+01,3.41E+01
25230,27:39.9,678.886,9.53E+01,3.72E+01,3.41E+01
25231,27:40.0,678.948,9.54E+01,3.72E+01,3.41E+01
25232,27:40.0,679.013,9.55E+01,3.72E+01,3.41E+01
25233,27:40.1,679.074,9.55E+01,3.72E+01,3.41E+01
25234,27:40.2,679.137,9.56E+01,3.72E+01,3.41E+01
25235,27:40.2,679.198,9.57E+01,3.72E+01,3.40E+01
25236,27:40.3,679.263,9.57E+01,3.72E+01,3.41E+01
25237,27:40.4,679.325,9.58E+01,3.72E+01,3.41E+01
25238,27:40.4,679.387,9.59E+01,3.72E+01,3.41E+01
25239,27:40.5,679.449,9.59E+01,3.72E+01,3.41E+01
25240,27:40.5,679.51,9.60E+01,3.71E+01,3.41E+01
25241,27:40.6,679.576,9.61E+01,3.71E+01,3.41E+01
25242,27:40.7,679.638,9.62E+01,3.71E+01,3.41E+01
25243,27:40.7,679.699,9.62E+01,3.72E+01,3.41E+01
25244,27:40.8,679.762,9.63E+01,3.72E+01,3.41E+01
25245,27:40.9,679.826,9.63E+01,3.72E+01,3.41E+01
25246,27:40.9,679.888,9.64E+01,3.73E+01,3.42E+01
25247,27:41.0,679.949,9.65E+01,3.73E+01,3.42E+01
25248,27:41.0,680.012,9.65E+01,3.73E+01,3.42E+01
25249,27:41.1,680.075,9.66E+01,3.73E+01,3.42E+01
25250,27:41.2,680.138,9.66E+01,3.73E+01,3.42E+01
25251,27:41.2,680.199,9.67E+01,3.73E+01,3.42E+01
25252,27:41.3,680.264,9.67E+01,3.73E+01,3.42E+01
25253,27:41.4,680.325,9.68E+01,3.73E+01,3.42E+01
25254,27:41.4,680.387,9.68E+01,3.73E+01,3.42E+01
25255,27:41.5,680.447,9.69E+01,3.73E+01,3.43E+01
25256,27:41.5,680.513,9.69E+01,3.73E+01,3.43E+01
25257,27:41.6,680.574,9.70E+01,3.74E+01,3.43E+01
25258,27:41.7,680.637,9.70E+01,3.74E+01,3.43E+01
25259,27:41.7,680.7,9.72E+01,3.74E+01,3.43E+01
25260,27:41.8,680.762,9.72E+01,3.74E+01,3.43E+01
25261,27:41.9,680.825,9.73E+01,3.74E+01,3.43E+01
25262,27:41.9,680.888,9.73E+01,3.74E+01,3.43E+01
25263,27:42.0,680.95,9.74E+01,3.75E+01,3.43E+01
25264,27:42.0,681.013,9.75E+01,3.75E+01,3.43E+01
25265,27:42.1,681.076,9.75E+01,3.75E+01,3.44E+01
25266,27:42.2,681.138,9.76E+01,3.75E+01,3.44E+01
25267,27:42.2,681.199,9.76E+01,3.74E+01,3.44E+01
25268,27:42.3,681.264,9.76E+01,3.75E+01,3.44E+01
25269,27:42.4,681.326,9.77E+01,3.75E+01,3.44E+01
25270,27:42.4,681.388,9.78E+01,3.75E+01,3.45E+01
25271,27:42.5,681.447,9.78E+01,3.75E+01,3.45E+01
25272,27:42.5,681.511,9.78E+01,3.75E+01,3.45E+01
25273,27:42.6,681.573,9.79E+01,3.75E+01,3.45E+01
25274,27:42.7,681.638,9.79E+01,3.75E+01,3.45E+01
25275,27:42.7,681.699,9.80E+01,3.75E+01,3.45E+01
25276,27:42.8,681.762,9.81E+01,3.75E+01,3.45E+01
25277,27:42.8,681.823,9.81E+01,3.75E+01,3.45E+01
25278,27:42.9,681.886,9.81E+01,3.75E+01,3.44E+01
25279,27:43.0,681.951,9.82E+01,3.75E+01,3.45E+01
25280,27:43.0,682.013,9.82E+01,3.75E+01,3.45E+01
25281,27:43.1,682.074,9.82E+01,3.75E+01,3.45E+01
25282,27:43.2,682.136,9.83E+01,3.76E+01,3.45E+01
25283,27:43.2,682.201,9.83E+01,3.76E+01,3.45E+01
25284,27:43.3,682.262,9.84E+01,3.75E+01,3.45E+01
25285,27:43.4,682.324,9.85E+01,3.75E+01,3.45E+01
25286,27:43.4,682.387,9.85E+01,3.75E+01,3.45E+01
25287,27:43.5,682.451,9.85E+01,3.75E+01,3.45E+01
25288,27:43.5,682.514,9.86E+01,3.75E+01,3.45E+01
25289,27:43.6,682.574,9.86E+01,3.75E+01,3.45E+01
25290,27:43.7,682.639,9.86E+01,3.75E+01,3.45E+01
25291,27:43.7,682.698,9.87E+01,3.75E+01,3.46E+01
25292,27:43.8,682.767,9.87E+01,3.75E+01,3.46E+01
25293,27:43.8,682.822,9.88E+01,3.75E+01,3.46E+01
25294,27:43.9,682.886,9.88E+01,3.75E+01,3.45E+01
25295,27:44.0,682.948,9.89E+01,3.75E+01,3.45E+01
25296,27:44.2,683.155,9.90E+01,3.76E+01,3.45E+01
25297,27:44.2,683.2,9.90E+01,3.76E+01,3.45E+01
25298,27:44.3,683.264,9.91E+01,3.76E+01,3.45E+01
25299,27:44.4,683.325,9.91E+01,3.76E+01,3.45E+01
25300,27:44.4,683.387,9.92E+01,3.76E+01,3.45E+01
25301,27:44.5,683.448,9.92E+01,3.76E+01,3.45E+01
25302,27:44.5,683.513,9.93E+01,3.76E+01,3.45E+01
25303,27:44.6,683.574,9.93E+01,3.76E+01,3.45E+01
25304,27:44.7,683.636,9.94E+01,3.76E+01,3.45E+01
25305,27:44.7,683.699,9.94E+01,3.76E+01,3.45E+01
25306,27:44.8,683.761,9.95E+01,3.76E+01,3.45E+01
25307,27:44.8,683.823,9.95E+01,3.76E+01,3.45E+01
25308,27:44.9,683.887,9.96E+01,3.76E+01,3.46E+01
25309,27:45.0,683.95,9.97E+01,3.76E+01,3.46E+01
25310,27:45.0,684.012,9.97E+01,3.76E+01,3.46E+01
25311,27:45.1,684.075,9.98E+01,3.77E+01,3.46E+01
25312,27:45.2,684.142,9.98E+01,3.77E+01,3.46E+01
25313,27:45.2,684.2,9.98E+01,3.77E+01,3.46E+01
25314,27:45.3,684.262,9.99E+01,3.77E+01,3.46E+01
25315,27:45.4,684.327,9.99E+01,3.77E+01,3.47E+01
25316,27:45.4,684.385,1.00E+02,3.77E+01,3.46E+01
25317,27:45.5,684.45,1.00E+02,3.77E+01,3.47E+01
25318,27:45.5,684.512,1.00E+02,3.77E+01,3.47E+01
25319,27:45.6,684.574,1.00E+02,3.77E+01,3.47E+01
25320,27:45.7,684.635,1.00E+02,3.77E+01,3.47E+01
25321,27:45.7,684.698,1.00E+02,3.77E+01,3.47E+01
25322,27:45.8,684.762,9.98E+01,3.77E+01,3.47E+01
25323,27:45.9,684.824,9.98E+01,3.77E+01,3.47E+01
25324,27:45.9,684.886,9.97E+01,3.77E+01,3.47E+01
25325,27:46.0,684.95,9.96E+01,3.77E+01,3.47E+01
25326,27:46.0,685.012,9.96E+01,3.77E+01,3.47E+01
25327,27:46.1,685.074,9.96E+01,3.77E+01,3.48E+01
25328,27:46.2,685.135,9.98E+01,3.77E+01,3.48E+01
25329,27:46.2,685.2,9.98E+01,3.77E+01,3.48E+01
25330,27:46.3,685.263,9.97E+01,3.77E+01,3.47E+01
25331,27:46.4,685.324,9.97E+01,3.77E+01,3.48E+01
25332,27:46.4,685.389,9.97E+01,3.77E+01,3.48E+01
25333,27:46.5,685.448,9.97E+01,3.77E+01,3.48E+01
25334,27:46.5,685.511,9.95E+01,3.77E+01,3.47E+01
25335,27:46.6,685.575,9.95E+01,3.77E+01,3.47E+01
25336,27:46.7,685.639,9.95E+01,3.77E+01,3.48E+01
25337,27:46.7,685.701,9.95E+01,3.77E+01,3.48E+01
25338,27:46.8,685.762,9.95E+01,3.77E+01,3.48E+01
25339,27:46.9,685.824,9.94E+01,3.77E+01,3.48E+01
25340,27:46.9,685.886,9.94E+01,3.78E+01,3.48E+01
25341,27:47.0,685.949,9.94E+01,3.78E+01,3.49E+01
25342,27:47.0,686.011,9.94E+01,3.79E+01,3.49E+01
25343,27:47.1,686.073,9.94E+01,3.79E+01,3.49E+01
25344,27:47.2,686.135,9.94E+01,3.80E+01,3.50E+01
25345,27:47.2,686.201,9.94E+01,3.80E+01,3.50E+01
25346,27:47.3,686.263,9.94E+01,3.80E+01,3.50E+01
25347,27:47.4,686.325,9.94E+01,3.80E+01,3.51E+01
25348,27:47.4,686.386,9.94E+01,3.80E+01,3.51E+01
25349,27:47.5,686.451,9.95E+01,3.81E+01,3.51E+01
25350,27:47.5,686.513,9.95E+01,3.81E+01,3.51E+01
25351,27:47.6,686.575,9.95E+01,3.82E+01,3.52E+01
25352,27:47.7,686.639,9.95E+01,3.82E+01,3.52E+01
25353,27:47.7,686.7,9.95E+01,3.82E+01,3.52E+01
25354,27:47.8,686.762,9.95E+01,3.82E+01,3.52E+01
25355,27:47.8,686.823,9.96E+01,3.83E+01,3.52E+01
25356,27:47.9,686.887,9.96E+01,3.83E+01,3.54E+01
25357,27:48.0,686.951,9.96E+01,3.83E+01,3.54E+01
25358,27:48.0,687.011,9.97E+01,3.83E+01,3.54E+01
25359,27:48.1,687.075,9.97E+01,3.83E+01,3.54E+01
25360,27:48.2,687.137,9.98E+01,3.84E+01,3.54E+01
25361,27:48.2,687.2,9.98E+01,3.84E+01,3.54E+01
25362,27:48.3,687.262,9.98E+01,3.84E+01,3.54E+01
25363,27:48.4,687.324,9.98E+01,3.84E+01,3.55E+01
25364,27:48.4,687.388,9.98E+01,3.84E+01,3.55E+01
25365,27:48.5,687.45,9.98E+01,3.84E+01,3.54E+01
25366,27:48.5,687.514,9.99E+01,3.84E+01,3.55E+01
25367,27:48.6,687.576,1.00E+02,3.84E+01,3.55E+01
25368,27:48.7,687.637,9.99E+01,3.85E+01,3.55E+01
25369,27:48.7,687.701,1.00E+02,3.85E+01,3.55E+01
25370,27:48.8,687.762,1.00E+02,3.85E+01,3.56E+01
25371,27:48.9,687.825,1.00E+02,3.85E+01,3.56E+01
25372,27:48.9,687.887,1.00E+02,3.85E+01,3.56E+01
25373,27:49.0,687.949,1.00E+02,3.86E+01,3.56E+01
25374,27:49.2,688.141,1.00E+02,3.87E+01,3.57E+01
25375,27:49.2,688.2,1.00E+02,3.87E+01,3.57E+01
25376,27:49.3,688.263,1.00E+02,3.87E+01,3.57E+01
25377,27:49.4,688.325,1.00E+02,3.87E+01,3.58E+01
25378,27:49.4,688.388,1.00E+02,3.88E+01,3.58E+01
25379,27:49.5,688.449,1.00E+02,3.88E+01,3.58E+01
25380,27:49.5,688.512,1.00E+02,3.88E+01,3.58E+01
25381,27:49.6,688.574,1.00E+02,3.89E+01,3.58E+01
25382,27:49.7,688.637,1.00E+02,3.89E+01,3.59E+01
25383,27:49.7,688.698,1.00E+02,3.88E+01,3.59E+01
25384,27:49.8,688.764,1.00E+02,3.88E+01,3.59E+01
25385,27:49.9,688.826,1.00E+02,3.89E+01,3.59E+01
25386,27:49.9,688.888,1.00E+02,3.89E+01,3.59E+01
25387,27:50.0,688.951,1.00E+02,3.89E+01,3.59E+01
25388,27:50.0,689.014,1.01E+02,3.89E+01,3.59E+01
25389,27:50.1,689.076,1.01E+02,3.89E+01,3.60E+01
25390,27:50.2,689.139,1.01E+02,3.89E+01,3.60E+01
25391,27:50.2,689.201,1.01E+02,3.89E+01,3.60E+01
25392,27:50.3,689.261,1.01E+02,3.90E+01,3.60E+01
25393,27:50.4,689.327,1.01E+02,3.90E+01,3.60E+01
25394,27:50.4,689.389,1.01E+02,3.90E+01,3.61E+01
25395,27:50.5,689.449,1.01E+02,3.90E+01,3.61E+01
25396,27:50.5,689.512,1.01E+02,3.91E+01,3.61E+01
25397,27:50.6,689.574,1.01E+02,3.91E+01,3.61E+01
25398,27:50.7,689.638,1.01E+02,3.91E+01,3.61E+01
25399,27:50.7,689.701,1.01E+02,3.91E+01,3.62E+01
25400,27:50.8,689.76,1.01E+02,3.91E+01,3.62E+01
25401,27:50.9,689.825,1.01E+02,3.92E+01,3.62E+01
25402,27:50.9,689.886,1.01E+02,3.92E+01,3.62E+01
25403,27:51.0,689.951,1.01E+02,3.92E+01,3.62E+01
25404,27:51.0,690.013,1.01E+02,3.92E+01,3.62E+01
25405,27:51.1,690.074,1.01E+02,3.92E+01,3.63E+01
25406,27:51.2,690.139,1.01E+02,3.92E+01,3.63E+01
25407,27:51.2,690.201,1.01E+02,3.92E+01,3.63E+01
25408,27:51.3,690.263,1.01E+02,3.93E+01,3.63E+01
25409,27:51.4,690.325,1.01E+02,3.93E+01,3.63E+01
25410,27:51.4,690.388,1.01E+02,3.93E+01,3.63E+01
25411,27:51.5,690.45,1.01E+02,3.93E+01,3.64E+01
25412,27:51.5,690.512,1.01E+02,3.93E+01,3.64E+01
25413,27:51.6,690.575,1.01E+02,3.93E+01,3.64E+01
25414,27:51.7,690.639,1.01E+02,3.93E+01,3.64E+01
25415,27:51.7,690.7,1.01E+02,3.94E+01,3.64E+01
25416,27:51.8,690.762,1.01E+02,3.94E+01,3.64E+01
25417,27:51.9,690.824,1.01E+02,3.94E+01,3.64E+01
25418,27:51.9,690.888,1.01E+02,3.94E+01,3.64E+01
25419,27:52.0,690.949,1.01E+02,3.94E+01,3.65E+01
25420,27:52.0,691.012,1.01E+02,3.95E+01,3.65E+01
25421,27:52.1,691.074,1.01E+02,3.95E+01,3.65E+01
25422,27:52.2,691.136,1.01E+02,3.95E+01,3.65E+01
25423,27:52.2,691.199,1.01E+02,3.95E+01,3.66E+01
25424,27:52.3,691.261,1.01E+02,3.95E+01,3.66E+01
25425,27:52.3,691.323,1.01E+02,3.95E+01,3.66E+01
25426,27:52.4,691.388,1.01E+02,3.95E+01,3.66E+01
25427,27:52.5,691.449,1.01E+02,3.96E+01,3.66E+01
25428,27:52.5,691.514,1.01E+02,3.95E+01,3.66E+01
25429,27:52.6,691.574,1.01E+02,3.95E+01,3.66E+01
25430,27:52.7,691.638,1.01E+02,3.96E+01,3.67E+01
25431,27:53.2,692.199,1.02E+02,3.98E+01,3.69E+01
25432,27:53.3,692.261,1.02E+02,3.98E+01,3.69E+01
25433,27:53.4,692.324,1.02E+02,3.98E+01,3.70E+01
25434,27:53.4,692.389,1.02E+02,3.99E+01,3.70E+01
25435,27:53.5,692.451,1.02E+02,3.99E+01,3.70E+01
25436,27:53.5,692.514,1.02E+02,3.99E+01,3.71E+01
